imdbID,title,year,rating,runtime,genre,released,director,writer,cast,metacritic,imdbRating,imdbVotes,poster,plot,fullplot,language,country,awards,lastupdated,type
8634,Straight Shooting,1917,UNRATED,57 min,Western,1917-08-27,John Ford,George Hively (story),"Harry Carey, Duke R. Lee, George Berrell, Molly Malone",,6.1,245,,"Cattleman Flint cuts off farmer Sims' water supply. When Sims' son Ted goes for water, one of Flint's men kills him. Cheyenne is sent to finish off Sims, but finding the family at the newly dug grave, he changes sides.","Cattleman Flint cuts off farmer Sims' water supply. When Sims' son Ted goes for water, one of Flint's men kills him. Cheyenne is sent to finish off Sims, but finding the family at the newly dug grave, he changes sides.",English,USA,,2015-08-03 01:00:47.630000000,movie
8663,A Man There Was,1917,,48 min,Drama,1920-04-25,Victor Sj�str�m,"Henrik Ibsen (poem), Gustaf Molander, Victor Sj�str�m","Victor Sj�str�m, August Falck, Edith Erastoff, Bergliot Husberg",,7.2,802,http://ia.media-imdb.com/images/M/MV5BMTQ2OTYyMDU4OV5BMl5BanBnXkFtZTgwMTk5MDg0MjE@._V1_SX300.jpg,"Terje Vigen, a sailor, suffers the loss of his family through the cruelty of another man. Years later, when his enemy's family finds itself dependent on Terje's beneficence, Terje must ...","Terje Vigen, a sailor, suffers the loss of his family through the cruelty of another man. Years later, when his enemy's family finds itself dependent on Terje's beneficence, Terje must decide whether to avenge himself.",,Sweden,,2015-08-21 00:12:09.720000000,movie
8710,Girl from Stormy Croft,1917,,87 min,Drama,1919-03-04,Victor Sj�str�m,"Ester Julin, Selma Lagerl�f (novel), Victor Sj�str�m","Greta Almroth, Nils Ar�hn, Josua Bengtson, Georg Blomstedt",,7,74,,,,,Sweden,,2015-06-07 00:50:52.460000000,movie
8775,Wild and Woolly,1917,,72 min,"Comedy, Western, Romance",1917-06-24,John Emerson,"Horace B. Carpenter (story), John Emerson, Anita Loos","Douglas Fairbanks, Eileen Percy, Calvert Carter, Charles Stevens",,6.9,388,,"A rich young Easterner who has always wanted to live in ""the Wild West"" plans to move to a Western town. Unknown to him, the town's ""wild"" days are long gone, and it is an orderly, ...","A rich young Easterner who has always wanted to live in ""the Wild West"" plans to move to a Western town. Unknown to him, the town's ""wild"" days are long gone, and it is an orderly, civilized place now. The townsmen, not wanting to lose a rich potential resident, contrive to make over the town to suit the young man's fantasy.",English,USA,1 win.,2015-06-05 00:40:35.137000000,movie
8827,Amarilly of Clothes-Line Alley,1918,UNRATED,67 min,"Comedy, Romance",1918-03-11,Marshall Neilan,"Frances Marion (by), Belle K. Maniates (from the book by)","Mary Pickford, William Scott, Kate Price, Ida Waterman",,7,613,"http://ia.media-imdb.com/images/M/MV5BMTgxNjk3MTc5N15BMl5BanBnXkFtZTcwMjkwMDkxMQ@@._V1._CR0,19,338,425_SY132_CR8,0,89,132_AL_.jpg_V1_SX300.jpg","Amarilly comes from a large family in a working-class neighborhood. She is happy with her family and her boyfriend Terry, a bartender in a cafe. But one day she meets Gordon, a sculptor who...","Amarilly comes from a large family in a working-class neighborhood. She is happy with her family and her boyfriend Terry, a bartender in a cafe. But one day she meets Gordon, a sculptor who comes from a rich family, and she begins to be drawn into the world of the upper class.",English,USA,,2015-06-08 00:37:11.620000000,movie
8879,The Outlaw and His Wife,1918,,72 min,Drama,1918-01-01,Victor Sj�str�m,"Sam Ask, J�hann Sigurj�nsson (play), Victor Sj�str�m","Victor Sj�str�m, Edith Erastoff, John Ekman, Jenny Tschernichin-Larsson",,7,932,http://ia.media-imdb.com/images/M/MV5BODgxOTk2NjIxOF5BMl5BanBnXkFtZTgwMDY5NTY3MzE@._V1_SX300.jpg,"A stranger comes to work at widow Halla's farm. Halla and the stranger fall in love, but when he is revealed as Eyvind, an escaped thief forced into crime by his family's starvation, they ...","A stranger comes to work at widow Halla's farm. Halla and the stranger fall in love, but when he is revealed as Eyvind, an escaped thief forced into crime by his family's starvation, they flee and become two of the many outlaws of Iceland's mountains.",,Sweden,,2015-08-18 00:36:14.640000000,movie
8874,The Bell Boy,1918,NOT RATED,33 min,"Short, Comedy",1918-03-18,Roscoe 'Fatty' Arbuckle,"Roscoe 'Fatty' Arbuckle (screenplay), Roscoe 'Fatty' Arbuckle (story)","Roscoe 'Fatty' Arbuckle, Buster Keaton, Al St. John, Alice Lake",,6.8,651,http://ia.media-imdb.com/images/M/MV5BMzU5Mzk5MDc5Nl5BMl5BanBnXkFtZTcwNjg0MDcyMQ@@._V1_SX300.jpg,"At the Elk's Head Hotel bellhops torment the lobby, each other and guests. The elevator is powered by a stubborn horse. A sham robbery turns into a real one. And there is a chase on a ...","At the Elk's Head Hotel bellhops torment the lobby, each other and guests. The elevator is powered by a stubborn horse. A sham robbery turns into a real one. And there is a chase on a runaway trolley.",English,USA,,2015-08-19 00:49:19.423000000,movie
8891,The Blue Bird,1918,,75 min,Fantasy,1918-03-31,Maurice Tourneur,"Maurice Maeterlinck (play), Charles Maigne","Tula Belle, Robin Macdougall, Edwin E. Reed, Emma Lowry",,6.6,446,http://ia.media-imdb.com/images/M/MV5BNjg2MDk0MjM5NV5BMl5BanBnXkFtZTYwMjc4MTg5._V1_SX300.jpg,"Two peasant children, Mytyl and Tyltyl, are led by Berylune, a fairy, to search for the Blue Bird of Happiness. Berylune gives Tyltyl a cap with a diamond setting, and when Tyltyl turns the...","Two peasant children, Mytyl and Tyltyl, are led by Berylune, a fairy, to search for the Blue Bird of Happiness. Berylune gives Tyltyl a cap with a diamond setting, and when Tyltyl turns the diamond, the children become aware of and conversant with the souls of a Dog and Cat, as well as of Fire, Water, Bread, Light, and other presumably inanimate things. The troupe thus sets off to find the elusive Blue Bird of Happiness.",English,USA,1 win.,2015-07-20 00:32:04.810000000,movie
8950,Carmen,1918,,80 min,Drama,1921-05-08,Ernst Lubitsch,"Grete Diercks, Norbert Falk, Hanns Kr�ly, Prosper M�rim�e (novel), M.M. Stearns (English titles)","Pola Negri, Harry Liedtke, Leopold von Ledebur, Grete Diercks",,6.2,148,http://ia.media-imdb.com/images/M/MV5BOTA1ODM0OTc4OV5BMl5BanBnXkFtZTgwMjgzMDM1MjE@._V1_SX300.jpg,"The tragic story of Don Jose, a Spanish cavalryman, who falls under the spell of a gypsy girl, Carmen, who treats him with both love and contempt and leads him into temptation and thus ...","The tragic story of Don Jose, a Spanish cavalryman, who falls under the spell of a gypsy girl, Carmen, who treats him with both love and contempt and leads him into temptation and thus damnation.",German,Germany,,2015-04-13 00:51:41.667000000,movie
9018,A Dog's Life,1918,NOT RATED,33 min,"Short, Comedy",1918-04-14,Charles Chaplin,Charles Chaplin,Charles Chaplin,,7.8,4304,http://ia.media-imdb.com/images/M/MV5BNjA1NzE2MTM4MV5BMl5BanBnXkFtZTgwNzg4OTcwMjE@._V1_SX300.jpg,The Little Tramp and his dog companion struggle to survive in the inner city.,"Poor Charlie lives in a vacant lot. He tries to get a job but when he gets to the head of the employment line the jobs are gone. Back ""home"" he rescues Scraps, a bitch being attacked by other strays. Together they manage to steal some sausages from a lunch wagon. They enter a dance hall where Edna is a singer and unwilling companion to the clientele. He is thrown out when he can't pay. Back ""home"" Scraps digs up a money-filled wallet buried by crooks. They return to the dance hall to find Edna fired. The wallet goes back and forth between Charlie and the crooks. Charlie, Edna and Scraps end up very happily.",English,USA,,2015-09-13 00:29:51.420000000,movie
9062,The Merry Jail,1917,,48 min,Comedy,1917-11-30,Ernst Lubitsch,Ernst Lubitsch,"Harry Liedtke, Ossi Oswalda, Emil Jannings, Paul Biensfeldt",,5.9,356,,A neglected wife disguises herself in order to lure her wastrel husband into a compromising position.,A neglected wife disguises herself in order to lure her wastrel husband into a compromising position.,German,Germany,,2015-03-19 00:06:48.523000000,movie
9369,Mickey,1918,,93 min,"Comedy, Drama",1918-08-01,"F. Richard Jones, James Young",J.G. Hawks,"Mabel Normand, George Nichols, Wheeler Oakman, Minta Durfee",,7.5,794,http://ia.media-imdb.com/images/M/MV5BMTQyNzEyMTQ0NF5BMl5BanBnXkFtZTgwMzY0NDIwMjE@._V1_SX300.jpg,"Mickey, an orphan who has been brought up in a mining settlement, is sent to New York to live with her aunt.","As the surviving partner in a gold mining enterprise, Joe Meadows has also been raising his deceased partner's daughter, Mickey. Now that she is older, Joe plans to send her to live with her aunt Mrs. Drake in New York. Meanwhile, Mrs. Drake is hoping to have her daughter Elsie marry another mine owner, Herbert Thornhill, in order to alleviate the Drake family's financial struggles. When Thornhill goes to California to check on his mine, he meets Mickey and becomes fond of her. Later, when Mickey goes to New York to stay with the Drakes, she finds herself in an uncomfortable situation.",English,USA,,2015-09-15 03:59:12.917000000,movie
9440,Old Wives for New,1918,,60 min,Drama,1918-05-19,Cecil B. DeMille,"Jeanie Macpherson, David Graham Phillips (novel)","Elliott Dexter, Florence Vidor, Sylvia Ashton, Wanda Hawley",,6.4,122,http://ia.media-imdb.com/images/M/MV5BMTY5NzA3NTQ1N15BMl5BanBnXkFtZTgwNjY5NzgwMzE@._V1_SX300.jpg,"Charles Murdock neglects his fat and lazy wife in favor of Juliet Raeburn but, when Juliet's name is involved in murder, he marries Viola and takes her to Paris.","Charles Murdock neglects his fat and lazy wife in favor of Juliet Raeburn but, when Juliet's name is involved in murder, he marries Viola and takes her to Paris.",English,USA,,2015-08-17 00:13:00.533000000,movie
9611,Shoulder Arms,1918,NOT RATED,45 min,"Comedy, War",1918-10-20,Charles Chaplin,Charles Chaplin,"Edna Purviance, Charles Chaplin, Syd Chaplin, Loyal Underwood",,6.7,3724,http://ia.media-imdb.com/images/M/MV5BODQ0Mzc5NzczMF5BMl5BanBnXkFtZTgwODkzNzkxMjE@._V1_SX300.jpg,Charlie is a boot camp private who has a dream of being a hero who goes on a daring mission behind enemy lines.,"Charlie is in boot camp in the ""awkward squad."" Once in France he gets no letters from home. He finally gets a package containing limburger cheese which requires a gas mask and which he throws over into the German trench. He goes ""over the top"" and captures thirteen Germans (""I surrounded them""), then volunteers to wander through the German lines disguised as a tree trunk. With the help of a French girl he captures the Kaiser and the Crown Prince and is given a statue and victory parade in New York and then ... fellow soldiers wake him from his dream.",English,USA,,2015-08-07 01:04:02.727000000,movie
9652,Stella Maris,1918,UNRATED,84 min,Drama,1918-01-21,Marshall Neilan,"William J. Locke (from the novel by), Frances Marion (photoplay)","Mary Pickford, Ida Waterman, Herbert Standing, Conway Tearle",,7.7,1048,http://ia.media-imdb.com/images/M/MV5BMjI0MzI3MTg2MF5BMl5BanBnXkFtZTgwMDY5NzgwMzE@._V1_SX300.jpg,"Stella Maris is a beautiful, crippled girl, who is cared for by a rich family. They shield her from the harsh realities of the world, so that she has no idea of the cruel things that some ...","Stella Maris is a beautiful, crippled girl, who is cared for by a rich family. They shield her from the harsh realities of the world, so that she has no idea of the cruel things that some people do. Unity Blake is a poor orphan all too familiar with the harsh realities of the real world. These two young women both fall in love with John, love which is complicated by the fact that he is still married to (though separated from) a bad wife.",,USA,,2015-08-25 00:04:54.557000000,movie
9796,The Whispering Chorus,1918,,86 min,Drama,1918-03-28,Cecil B. DeMille,"Jeanie Macpherson, Perley Poore Sheehan (novel)","Raymond Hatton, Kathlyn Williams, Edythe Chapman, Elliott Dexter",,6.5,181,http://ia.media-imdb.com/images/M/MV5BNzcxMjQzNDY4NV5BMl5BanBnXkFtZTgwNDY5NzgwMzE@._V1_SX300.jpg,"John Trimble has embezzled and obtains another identity by having a mutilated body buried in his place. He is later arrested for murdering himself. During the trial his mother, before dying...","John Trimble has embezzled and obtains another identity by having a mutilated body buried in his place. He is later arrested for murdering himself. During the trial his mother, before dying from shock, asks him to keep his identity secret since his wife is now married to the Governor and expecting a child.",English,USA,,2015-07-05 00:06:13.597000000,movie
9878,Different from the Others,1919,,50 min,Drama,1919-05-28,Richard Oswald,"Magnus Hirschfeld, Richard Oswald","Conrad Veidt, Leo Connard, Ilse von Tasso-Lind, Alexandra Willegh",,6.7,622,http://ia.media-imdb.com/images/M/MV5BNDMyNTQ0OTE4OV5BMl5BanBnXkFtZTcwNjg5MzcyMQ@@._V1_SX300.jpg,"Two male musicians fall in love, but blackmail and scandal makes the affair take a tragic turn.","Paul Korner is a homosexual musician who falls in love with his prot�g� Kurt. Unfortunately, the two are seen walking hand in hand by the blackmailer Franz. Though Paul agrees to Franz's demands at first, it gets out of hand and he ends up refusing to pay which has dire consequences for the lovers.",,Germany,,2015-08-09 01:11:25.317000000,movie
9893,My Lady Margarine,1919,,47 min,Comedy,1919-06-26,Ernst Lubitsch,"Hanns Kr�ly, Ernst Lubitsch","Victor Janson, Ossi Oswalda, Harry Liedtke, Julius Falkenstein",,6.9,916,http://ia.media-imdb.com/images/M/MV5BMTYwMzA4MDgxOF5BMl5BanBnXkFtZTgwNzI0NzkxMjE@._V1_SX300.jpg,An American heiress seeks the hand of an impoverished German prince.,"Oyster-king Quaker cannot be impressed anymore. He is so rich that he even has a special butler holding his cigar while he is smoking. The only thing Quaker would be impressed by is if his daughter Ossi were to marry a real prince. He makes an offer to the poor prince Nucki, who sends his friend Josef to get a clear idea of the woman.",German,Germany,,2015-01-12 00:45:50.573000000,movie
9899,Back Stage,1919,NOT RATED,26 min,"Short, Comedy",1919-09-07,Roscoe 'Fatty' Arbuckle,Jean C. Havez (story),"Roscoe 'Fatty' Arbuckle, Buster Keaton, Al St. John, Charles A. Post",,6.7,660,http://ia.media-imdb.com/images/M/MV5BMTk2MTQ1MDMyMF5BMl5BanBnXkFtZTcwMjI4MjkxMQ@@._V1_SX300.jpg,"Roscoe and Buster are working at a vaudeville house. When the crew attacks the strongman for bullying his assistant, the man goes out on strike so the crew puts on a show. When the ...","Roscoe and Buster are working at a vaudeville house. When the crew attacks the strongman for bullying his assistant, the man goes out on strike so the crew puts on a show. When the strongman starts shooting from the balcony, Buster rigs a swing, picks him up, and takes him to the stage where is again subdued.",English,USA,,2015-04-29 00:54:22.573000000,movie
9932,"Billy Blazes, Esq.",1919,PASSED,12 min,"Short, Comedy, Western",1919-07-06,Hal Roach,,"Harold Lloyd, 'Snub' Pollard, Bebe Daniels",,6.2,491,,"Billy Blazes confronts Crooked Charley, who has been ruling the town of Peaceful Vale through fear and violence.","The mining town of Peaceful Vale is a rough place, and sheriff 'Gun Shy' Gallagher can do little about it, since the town is ruled by Crooked Charley, the gambler. Charley runs Pierre the tavern keeper out of town, and takes Pierre's daughter Nell as his prisoner. But when Billy Blazes sees Charley's henchmen harassing Pierre, he rescues Pierre and then proceeds to confront Charley back at the tavern.",English,USA,,2015-04-23 02:01:03.777000000,movie
9937,Blind Husbands,1919,,99 min,"Drama, Romance",1919-10-21,Erich von Stroheim,"Lillian Ducey (titles), Erich von Stroheim (screenplay), Erich von Stroheim (story)","Sam De Grasse, Francelia Billington, Erich von Stroheim, Gibson Gowland",,6.7,858,http://ia.media-imdb.com/images/M/MV5BMTQyOTU5MzA2Nl5BMl5BanBnXkFtZTgwMjkwNTg1MzE@._V1_SX300.jpg,An Austrian officer sets out to seduce a neglected young wife.,An Austrian military officer and roue' attempts to seduce the wife of a surgeon. The two men confront each other in a test of abilities that ends surprisingly.,English,USA,,2015-03-15 00:35:06.907000000,movie
9968,Broken Blossoms or The Yellow Man and the Girl,1919,NOT RATED,90 min,"Drama, Romance",1919-10-20,D.W. Griffith,"Thomas Burke (adapted from a story by), D.W. Griffith","Lillian Gish, Richard Barthelmess, Donald Crisp, Arthur Howard",,7.7,6610,http://ia.media-imdb.com/images/M/MV5BMjA5NjY4OTYwNV5BMl5BanBnXkFtZTgwODMwNzk5MTE@._V1_SX300.jpg,"A frail waif, abused by her brutal boxer father in London's seedy Limehouse District, is befriended by a sensitive Chinese immigrant with tragic consequences.","Cheng Huan is a missionary whose goal is to bring the teachings of peace by Buddha to the civilized Anglo-Saxons. Upon landing in England, he is quickly disillusioned by the intolerance and apathy of the country. He becomes a storekeeper of a small shop. Out his window, he sees the young Lucy Burrows. She is regularly beaten by her prizefighter father, underfed and wears ragged clothes. Even in this deplorable condition, Cheng can see that she is a priceless beauty and he falls in love with her from afar. On the day that she passes out in front of his store, he takes her in and cares for her. With nothing but love in his heart, he dresses her in silks and provides food for her. Still weak, she stays in his shop that night and all that Cheng does is watch over her. The peace and happiness that he sees last only until Battling Burrows finds out that his daughter is with a foreigner.",,USA,1 win.,2015-08-21 00:06:48.907000000,movie
9976,The Busher,1919,Not Rated,55 min,"Drama, Sport",1919-05-18,Jerome Storm,"R. Cecil Smith (scenario), Earle Snell (short story ""South Paw"")","Charles Ray, Colleen Moore, John Gilbert, Jay Morley",,7.1,531,http://ia.media-imdb.com/images/M/MV5BMjAyMDM1NDAyMV5BMl5BanBnXkFtZTcwNDU3NjI0MQ@@._V1_SX300.jpg,A young baseball pitcher in the bush leagues is discovered by a big-league manager and given his chance in the major leagues. But will he be up to the challenge?,,English,USA,,2014-05-28 05:22:10.510000000,movie
10040,Daddy-Long-Legs,1919,UNRATED,85 min,"Comedy, Drama",1919-05-11,Marshall Neilan,"Jean Webster (story), Agnes Christine Johnston (adapted by)","Mary Pickford, Milla Davenport, Percy Haswell, Fay Lemport",,7.8,1076,http://ia.media-imdb.com/images/M/MV5BMTQ4Mzc0MDczOF5BMl5BanBnXkFtZTgwNTUwNzYwMjE@._V1_SX300.jpg,"Wealthy Jervis Pendleton acts as benefactor for orphan Judy Abbott, anonymously sponsoring her in her boarding school. But as she grows up, he finds himself falling in love with her, and ...","Wealthy Jervis Pendleton acts as benefactor for orphan Judy Abbott, anonymously sponsoring her in her boarding school. But as she grows up, he finds himself falling in love with her, and she with him, though she does not know that the man she has fallen for is her benefactor.",English,USA,,2015-09-01 01:10:07.927000000,movie
10057,A Day's Pleasure,1919,TV-G,24 min,"Short, Comedy",1919-12-15,Charles Chaplin,Charles Chaplin,"Charles Chaplin, Edna Purviance",,6.8,1814,http://ia.media-imdb.com/images/M/MV5BMjEwMDYyNTIyNV5BMl5BanBnXkFtZTgwNDM1NjkwMjE@._V1_SX300.jpg,"Father takes his family for a drive in their falling-apart Model T Ford, gets in trouble in traffic, and spends the day on an excursion boat. As the boat is about to leave Charlie rushes ...","Father takes his family for a drive in their falling-apart Model T Ford, gets in trouble in traffic, and spends the day on an excursion boat. As the boat is about to leave Charlie rushes ashore for cigarettes. As he returns the boat is leaving, but a fat lady has fallen forward with feet on the dock and hands on the deck so Charlie is able rush aboard across her back.",English,USA,,2015-08-18 00:19:25.890000000,movie
10060,The Delicious Little Devil,1919,TV-G,63 min,"Comedy, Drama",1919-05-01,Robert Z. Leonard,"Harvey F. Thew (story), John B. Clymer (story), Harvey F. Thew (scenario)","Mae Murray, Richard Cummings, Harry L. Rattenberry, Edward Jobson",,7.2,660,,"A poor hat-check girl loses her job and is forced to get a job as a dancer at a roadhouse. There she falls in love with the son of a rich businessman. The boy's father, believing her to be ...","A poor hat-check girl loses her job and is forced to get a job as a dancer at a roadhouse. There she falls in love with the son of a rich businessman. The boy's father, believing her to be after the family's money, determines to embarrass her and show his son what she really is.",English,USA,,2015-08-25 00:09:12.603000000,movie
10071,Don't Change Your Husband,1919,,71 min,Comedy,1919-01-26,Cecil B. DeMille,Jeanie Macpherson (story),"Elliott Dexter, Gloria Swanson, Lew Cody, Sylvia Ashton",,7.9,899,http://ia.media-imdb.com/images/M/MV5BMTQ1NjkzMjA5MF5BMl5BanBnXkFtZTcwMjI2MjEzMQ@@._V1_SX300.jpg,"Leila Porter comes to dislike her husband James, a glue king who is always eating onions and looking sloppy. But after she divorces him and marries two-timing playboy Schuyler Van Sutphen the now-reformed James looks pretty good.","Leila Porter comes to dislike her husband James, a glue king who is always eating onions and looking sloppy. But after she divorces him and marries two-timing playboy Schuyler Van Sutphen the now-reformed James looks pretty good.",,USA,,2015-09-01 01:14:56.647000000,movie
10155,The Garage,1920,,25 min,"Short, Comedy",1920-01-11,Roscoe 'Fatty' Arbuckle,Jean C. Havez (story),"Roscoe 'Fatty' Arbuckle, Buster Keaton, Molly Malone, Harry McCoy",,6.8,614,http://ia.media-imdb.com/images/M/MV5BMTk2MTQ1MDMyMF5BMl5BanBnXkFtZTcwMjI4MjkxMQ@@._V1_SX300.jpg,Roscoe and Buster operate a combination garage and fire station. In the first half they destroy a car left for them to clean. In the second half they go off on a false alarm and return to find their own building on fire.,,English,USA,,2014-07-01 05:20:24.633000000,movie
10146,From Hand to Mouth,1919,TV-G,22 min,"Comedy, Short, Action",1919-12-28,"Alfred J. Goulding, Hal Roach",H.M. Walker (titles),"Harold Lloyd, Mildred Davis, 'Snub' Pollard, Peggy Cartwright",,7,639,http://ia.media-imdb.com/images/M/MV5BNTU0NjcxNDg2OV5BMl5BanBnXkFtZTcwODMzOTAzMQ@@._V1_SX300.jpg,A penniless young man tries to save an heiress from kidnappers and help her secure her inheritance.,"As a penniless man worries about how he will manage to eat, he is joined by a young waif and her dog, who are in the same predicament. Meanwhile, across town a dishonest lawyer is working with a gang of criminals, trying to swindle an innocent young heiress out of her inheritance. As the heiress is on her way home from the lawyer's office, she notices the young man and the waif in the midst of their latest problem with the authorities, and she rescues them. Later on, the young man will have an unexpected opportunity to repay her for her kindness.",English,USA,1 nomination.,2015-04-17 00:16:14.220000000,movie
10195,The Grim Game,1919,,71 min,"Adventure, Drama",1919-10-12,Irvin Willat,"Arthur B. Reeve (story), John Grey (story), Walter Woods (scenario), Irvin Willat","Harry Houdini, Thomas Jefferson, Ann Forrest, Augustus Phillips",,6.9,48,http://ia.media-imdb.com/images/M/MV5BMTg3OTg0MDUwNV5BMl5BanBnXkFtZTgwMjQyNzM2MzE@._V1_SX300.jpg,"Jailed unjustly for a murder he did not commit, a young man uses his amazing powers of escape to free himself and pursue the actual killers, who hold his fianc�e captive.","Jailed unjustly for a murder he did not commit, a young man uses his amazing powers of escape to free himself and pursue the actual killers, who hold his fianc�e captive.",English,USA,,2015-04-28 00:30:58.557000000,movie
10208,Harakiri,1919,,80 min,Drama,1921-10-17,Fritz Lang,"David Belasco (play), Max Jungk, John Luther Long (play)","Paul Biensfeldt, Lil Dagover, Georg John, Meinhart Maur",,5.6,332,http://ia.media-imdb.com/images/M/MV5BMTc4NDg2MjM2N15BMl5BanBnXkFtZTgwMzUyMTY0MjE@._V1_SX300.jpg,"The Buddah priest wants the Daughter of the Daimyo to become a priest at the Forbidden Garden. The Daimyo thinks, if he was in Europe, that his daughter should decide on her own, but he is ...","The Buddah priest wants the Daughter of the Daimyo to become a priest at the Forbidden Garden. The Daimyo thinks, if he was in Europe, that his daughter should decide on her own, but he is denuciated and has to comit harakiri. She meets Olaf, a European officer, falls in love and marries him but after a few months he has to return to Europe. She gave birth to a child and is waiting for him, while he marries in Europe. When he comes back to Japan 4 years later, he is accompained by his European wife...",,Germany,,2015-06-25 00:20:56.113000000,movie
10267,The Hoodlum,1919,,78 min,Comedy,1919-08-31,Sidney Franklin,Julie Mathilde Lippmann (novel),"Mary Pickford, Ralph Lewis, Kenneth Harlan, T.D. Crittenden",,7,706,,"A spoiled young rich girl is forced by misfortune to fight for survival in the slums and alleys, where she becomes involved with all manner of unpleasantness.","A spoiled young rich girl is forced by misfortune to fight for survival in the slums and alleys, where she becomes involved with all manner of unpleasantness.",English,USA,,2015-03-19 00:10:44.040000000,movie
10247,Herr Arnes pengar,1919,,122 min,"Drama, History",1921-12-10,Mauritz Stiller,"Selma Lagerl�f (novel), Gustaf Molander, Mauritz Stiller","Erik Stocklassa, Bror Berger, Richard Lund, Axel Nilsson",,7,743,http://ia.media-imdb.com/images/M/MV5BMjA0ODYzMzM0M15BMl5BanBnXkFtZTcwMDQwODIzMQ@@._V1_SX300.jpg,"Three Scottish officers, including Sir Archi, murder Sir Arne and his household for a coffin filled with gold. The only survivor is Elsalill, who moves to relatives in Marstrand. There she ...","Three Scottish officers, including Sir Archi, murder Sir Arne and his household for a coffin filled with gold. The only survivor is Elsalill, who moves to relatives in Marstrand. There she meets a charming young officer - Sir Archi, and she soon understands that he was one of the murderers. She is in a classic dilemma between her love for Sir Archi and justice.",Swedish,Sweden,,2015-08-18 00:20:14.423000000,movie
10281,I Don't Want to Be a Man,1918,,45 min,"Comedy, Romance",2007-12-05,Ernst Lubitsch,"Hanns Kr�ly, Ernst Lubitsch","Ossi Oswalda, Curt Goetz, Ferry Sikla, Margarete Kupfer",,6.9,628,http://ia.media-imdb.com/images/M/MV5BMTM5MjI3NTgzOF5BMl5BanBnXkFtZTgwMzY2Njk1MDE@._V1_SX300.jpg,"A teenaged tomboy, tired of being bossed around by her strict guardian, impersonates a man so she can have more fun, but discovers that being the opposite sex isn't as easy as she had hoped.","A teenaged tomboy, tired of being bossed around by her strict guardian, impersonates a man so she can have more fun, but discovers that being the opposite sex isn't as easy as she had hoped.",German,Germany,,2015-06-07 01:46:08.450000000,movie
10307,J'accuse!,1919,,166 min,"Drama, Horror, War",1919-04-25,Abel Gance,Abel Gance,"Romuald Joub�, Maxime Desjardins, S�verin-Mars, Ang�le Guys",,7.1,840,http://ia.media-imdb.com/images/M/MV5BMjEyODM2NDYzOF5BMl5BanBnXkFtZTgwOTYyMzU5MTE@._V1_SX300.jpg,"The story of two men, one married, the other the lover of the other's wife, who meet in the trenches of the First World War, and how their tale becomes a microcosm for the horrors of war.","The story of two men, one married, the other the lover of the other's wife, who meet in the trenches of the First World War, and how their tale becomes a microcosm for the horrors of war.",French,France,,2015-08-05 00:29:38.693000000,movie
10323,The Cabinet of Dr. Caligari,1920,UNRATED,67 min,"Crime, Horror, Thriller",1921-03-19,Robert Wiene,"Carl Mayer (story), Hans Janowitz (story)","Werner Krauss, Conrad Veidt, Friedrich Feher, Lil Dagover",,8.1,34504,http://ia.media-imdb.com/images/M/MV5BMTk2Njg0NDc1MF5BMl5BanBnXkFtZTgwOTQyNjkxMTE@._V1_SX300.jpg,"Dr. Caligari's somnambulist, Cesare, and his deadly predictions.","Francis, a young man, recalls in his memory the horrible experiences he and his fianc�e Jane recently went through. It is the annual fair in Holstenwall. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep. When Alan asks Cesare about his future, Cesare answers that he will die before dawn. The next morning Alan is found dead. Francis suspects Cesare of being the murderer, and starts spying on him and Dr. Caligari. The following night Cesare is going to stab Jane in her bed, but softens when he sees the beautiful woman, and instead of committing another murder, he abducts her. Jane's father awakens because of the noise, and he and some servants follow the fleeing Cesare. When Cesare cannot outrun his pursuers anymore, he gently places Jane down on the ground, and runs away. Francis and the police investigate the caravan of Dr. Caligari, but the doctor succeeds in slipping away. Francis pursues the fleeing Dr. Caligari, and sees him disappear into a madhouse. Francis enters the madhouse, where he is sure he will find the truth behind all these mysterious events.",German,Germany,,2015-08-26 00:40:25.337000000,movie
10418,Male and Female,1919,NOT RATED,116 min,"Adventure, Drama",1919-11-23,Cecil B. DeMille,"Jeanie Macpherson, J.M. Barrie (by: ""The Admirable Crichton"")","Thomas Meighan, Theodore Roberts, Raymond Hatton, Robert Cain",,8,1273,http://ia.media-imdb.com/images/M/MV5BMTYxMzU4Mjg1Nl5BMl5BanBnXkFtZTgwMDE5MjAwMzE@._V1_SX300.jpg,"Lady Mary Lasenby is a spoiled maiden who always gets her way until shipwrecked with her butler, then learns which qualities are really admirable in a person.","Lord Brockelhurst, his unwilling betrothed Lady Mary, his butler Crichton and scullery maid Tweeny are on Lord Loam's yacht which is wrecked leaving them all to cope on a desert island. Class distinctions fall apart for the time being.",English,USA,,2015-07-18 00:14:44.647000000,movie
